00:00:03,E
00:00:05,B
00:00:07,E
00:00:08,E
00:00:12,B
00:00:13,B
00:00:15,B
00:00:18,E
00:00:18,E
00:00:21,E
00:00:23,E
00:00:25,E
00:00:29,E
00:00:29,E
00:00:30,E
00:00:33,E
00:00:33,B
00:00:34,E
00:00:36,E
00:00:37,E
00:00:37,F
00:00:37,F
00:00:37,F
00:00:37,F
00:00:37,F
00:00:40,E
00:00:44,B
00:00:46,E
00:00:48,E
00:00:50,B
00:00:52,E
00:00:53,E
00:00:57,E
00:01:02,E
00:01:09,F
00:01:09,F
00:01:09,F
00:01:10,B
00:01:11,E
00:01:13,E
00:01:17,B
00:01:18,E
00:01:22,E
00:01:23,E
00:01:44,E
00:01:44,E
00:01:48,E
00:01:49,E
00:01:53,B
00:02:02,B
00:02:04,B
00:02:05,E
00:02:06,E
00:02:06,E
00:02:06,E
00:02:07,E
00:02:08,E
00:02:08,E
00:02:08,E
00:02:10,E
00:02:11,E
00:02:11,E
00:02:11,E
00:02:11,E
00:02:12,E
00:02:17,E
00:02:17,E
00:02:17,D
00:02:18,E
00:02:18,E
00:02:18,E
00:02:18,E
00:02:19,E
00:02:20,E
00:02:20,E
00:02:20,E
00:02:27,E
00:02:27,E
00:02:28,E
00:02:29,E
00:02:29,E
00:02:30,E
00:02:30,E
00:02:33,E
00:02:33,E
00:02:33,E
00:02:33,E
00:02:34,E
00:02:34,E
00:02:35,D
00:02:36,B
00:02:38,E
00:02:40,E
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:40,B
00:02:42,E
00:02:42,E
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:43,B
00:02:44,E
00:02:44,E
00:02:45,E
00:02:45,E
00:02:47,B
00:02:50,E
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:52,B
00:02:55,E
00:02:58,E
00:02:58,E
00:02:59,E
00:02:59,E
00:03:00,E
00:03:00,B
00:03:01,E
00:03:04,B
00:03:04,B
00:03:05,E
00:03:07,E
00:03:08,B
00:03:09,E
00:03:09,D
00:03:09,E
00:03:10,E
00:03:18,E
00:03:22,B
00:03:26,E
00:03:26,E
00:03:36,B
00:03:45,E
00:03:46,E
00:03:52,E
00:03:53,B
00:04:00,B
00:04:06,F
00:04:06,F
00:04:15,E
00:04:20,B
00:04:30,E
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:32,B
00:04:43,C
00:04:43,C
00:04:43,B
00:04:45,B
00:04:45,B
00:04:45,B
00:04:52,B
00:05:00,E
00:05:01,E
00:05:04,E
00:05:05,E
00:05:05,E
00:05:05,E
00:05:05,E
00:05:05,E
00:05:05,E
00:05:06,E
00:05:08,E
00:05:08,E
00:05:10,E
00:05:10,E
00:05:11,E
00:05:12,D
00:05:13,E
00:05:17,E
00:05:17,B
00:05:17,E
00:05:20,B
00:05:20,E
00:05:22,B
00:05:22,F
00:05:22,F
00:05:22,F
00:05:22,F
00:05:22,F
00:05:25,E
00:05:27,B
00:05:27,E
00:05:28,E
00:05:29,E
00:05:29,E
00:05:34,E
00:05:34,E
00:05:35,E
00:05:36,B
00:05:36,B
00:05:36,E
00:05:36,E
00:05:40,E
00:05:40,E
00:05:41,E
00:05:41,E
00:05:42,E
00:05:42,E
00:05:43,E
00:05:45,B
00:05:45,E
00:05:45,E
00:05:46,E
00:05:47,E
00:05:48,E
00:05:49,E
00:05:49,E
00:05:51,C
00:05:51,C
00:05:51,C
00:05:51,C
00:05:51,B
00:05:51,E
00:05:52,E
00:05:57,E
00:05:57,E
00:05:59,D
00:06:00,E
00:06:00,C
00:06:00,C
00:06:00,C
00:06:00,B
00:06:00,B
00:06:00,E
00:06:02,E
00:06:02,E
00:06:02,E
00:06:02,E
00:06:05,B
00:06:05,B
00:06:05,E
00:06:06,E
00:06:06,E
00:06:08,E
00:06:10,C
00:06:10,C
00:06:10,C
00:06:10,C
00:06:10,B
00:06:11,E
00:06:12,E
00:06:12,E
00:06:12,E
00:06:12,E
00:06:12,E
00:06:13,E
00:06:13,E
00:06:15,E
00:06:15,B
00:06:16,E
00:06:18,E
00:06:18,E
00:06:19,E
00:06:20,E
00:06:24,E
00:06:24,E
00:06:24,E
00:06:25,E
00:06:26,E
00:06:27,E
00:06:28,E
00:06:29,E
00:06:30,E
00:06:30,E
00:06:31,E
00:06:32,E
00:06:32,E
00:06:33,E
00:06:33,E
00:06:35,B
00:06:35,B
00:06:36,E
00:06:36,E
00:06:36,E
00:06:37,E
00:06:38,E
00:06:38,E
00:06:47,E
00:06:48,E
00:06:53,E
00:06:54,E
00:06:55,D
00:06:57,E
00:06:57,E
00:06:57,E
00:06:58,E
00:06:58,E
00:07:05,B
00:07:08,E
00:07:09,E
00:07:14,B
00:07:14,B
00:07:16,B
00:07:24,B
00:07:30,B
00:07:31,B
00:07:39,B
00:07:54,E
00:07:58,E
00:08:00,E
00:08:02,B
00:08:02,E
00:08:05,E
00:08:09,E
00:08:10,E
00:08:12,B
00:08:13,F
00:08:17,E
00:08:20,E
00:08:20,E
00:08:21,E
00:08:22,B
00:08:24,E
00:08:26,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:29,B
00:08:32,E
00:08:41,B
00:08:45,E
00:08:51,E
00:08:51,E
00:08:54,E
00:08:56,B
00:08:56,B
00:09:02,D
00:09:06,B
00:09:08,E
00:09:19,C
00:09:19,C
00:09:19,B
00:09:19,B
00:09:19,B
00:09:19,B
00:09:19,B
00:09:20,B
00:09:28,B
00:09:28,E
00:09:31,E
00:09:33,E
00:09:34,E
00:09:38,E
00:09:47,E
00:09:57,B
00:10:00,C
00:10:05,E
00:10:14,B
00:10:23,E
00:10:32,B
00:10:33,B
00:10:36,E
00:10:39,C
00:10:39,C
00:10:39,C
00:10:39,B
00:10:41,B
00:10:41,B
00:10:48,B
00:10:50,C
00:10:50,C
00:10:50,C
00:10:50,C
00:10:50,B
00:10:57,B
00:11:01,E
00:11:02,E
00:11:06,E
00:11:06,E
00:11:07,B
00:11:07,B
00:11:07,B
00:11:08,E
00:11:34,B
00:11:34,E
00:11:34,D
00:11:36,B
00:11:42,D
00:11:43,E
00:12:01,F
00:12:01,F
00:12:01,F
00:12:01,E
00:12:03,B
00:12:03,B
00:12:03,B
00:12:04,F
00:12:08,E
00:12:09,E
00:12:09,E
00:12:10,E
00:12:10,E
00:12:10,E
00:12:10,E
00:12:10,E
00:12:10,E
00:12:11,E
00:12:11,E
00:12:11,E
00:12:12,B
00:12:12,E
00:12:12,E
00:12:12,E
00:12:14,E
00:12:14,F
00:12:16,E
00:12:16,E
00:12:16,E
00:12:17,E
00:12:17,F
00:12:19,B
00:12:20,E
00:12:20,E
00:12:20,E
00:12:21,E
00:12:23,E
00:12:24,E
00:12:25,B
00:12:27,B
00:12:29,E
00:12:30,E
00:12:30,E
00:12:34,F
00:12:39,E
00:12:39,E
00:12:40,B
00:12:42,E
00:12:43,E
00:12:48,B
00:12:49,E
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:12:53,B
00:13:01,B
00:13:02,E
00:13:06,F
00:13:06,E
00:13:07,D
00:13:07,E
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
00:13:20,B
